subject_lemma,verb_lemma,object_lemma
boy,to,presence
boy,to,we
team,would,role
buyer,have,finance
people,do,endowment
indifference,reflect,change
military,have,money
moviemaker,call,they
lawmaker,confirm,PROPN
PROPN,be,effort
PROPN,command,nation
PROPN,finance,stadia
PROPN,back,venue
doctor,classify,he
bank,be,money
PROPN,put,feeler
PROPN,send,name
PROPN,gain,respect
holder,have,employment
woman,have,brother
PROPN,do,momentum
combination,prevent,scoring
PROPN,announce,venture
horse,have,time
PROPN,might,sentence
PROPN,will,lead
PROPN,will,role
doctor,can,tumour
party,have,popularity
PROPN,defend,chief
PROPN,have,announcement
physician,leave,performer
business,take,hit
party,will,315
director,prefferre,city
piece,include,peacoat
PROPN,restore,service
PROPN,create,job
PROPN,to,violence
share,represent,percentage
site,offer,application
PROPN,take,brunt
journalist,interview,commander
PROPN,be,m
stack,keep,belt
scrutiny,can,thick
PROPN,say,part
percent,support,measure
utility,do,datum
PROPN,turn,option
PROPN,revive,PROPN
case,cost,grand
census,have,specialist
PROPN,finish,point
council,say,tender
subsistence,face,hazard
shareholder,have,concern
PROPN,to,round
claim,rape,who
store,will,PROPN
president,to,office
chief,do,shrift
Police,discover,it
t,love,travel
people,get,music
t,tarnish,it
PROPN,join,PROPN
official,say,nothing
Police,have,report
PROPN,compare,plan
PROPN,take,office
PROPN,would,it
flag,have,bar
PROPN,slash,shot
PROPN,accept,apology
PROPN,reject,report
company,have,funding
board,recommend,deal
PROPN,could,mark
field,go,10
government,have,security
wife,wear,headscarf
brigade,have,formation
woman,share,chore
kid,frame,day
admission,deserve,asterisk
referee,see,incident
PROPN,can,anything
inquiry,have,protest
PROPN,do,this
cartoonist,be,one
cartoonist,have,one
bat,do,change
consumer,have,spending
judge,do,finding
PROPN,report,tsunami
PROPN,bring,that
PROPN,get,break
PROPN,beat,child
lawmaker,have,they
body,attack,tissue
PROPN,tell,PROPN
i,list,acre
kind,'ll,action
deputy,find,body
researcher,use,datum
native,can,more
elephant,kill,people
elephant,chase,600
PROPN,stake,claim
PROPN,announce,plan
third,have,tooth
buddy,see,speech
move,would,loophole
week,have,succession
predecessor,may,candidate
adult,consume,g
PROPN,ingest,amount
consumer,can,taste
government,give,grant
entrepreneur,raise,m
PROPN,run,km
officer,pull,bullet
PROPN,be,job
automaker,expect,what
board,approve,application
concert,will,2million
PROPN,lead,PROPN
PROPN,to,cargo
PROPN,be,nothing
opposition,cite,fraud
jury,have,plea
system,cripple,business
system,tie,employee
system,deny,many
%,predict,rank
%,to,rank
PROPN,have,frame
PROPN,add,frame
defense,call,expert
institution,can,that
PROPN,increase,lead
PROPN,have,more
choice,reflect,belief
people,experience,preference
designer,will,woman
consumer,restrain,competitiveness
nurse,spend,thousand
report,shed,light
maneuvering,to,you
thief,use,method
sector,exhibit,preference
verdict,underscore,difficulty
PROPN,collect,prize
timetable,follow,decision
investment,to,tournament
t,make,trip
biologist,lead,scuba
heir,make,claim
resident,deny,tree
friendship,do,lawmaker
PROPN,could,that
PROPN,vote,7
adoptee,learn,history
protester,beat,PROPN
protester,force,he
protester,call,crackdown
PROPN,have,recruit
PROPN,blame,PROPN
senator,produce,bill
senator,can,bill
candidate,get,fraction
position,appear,invitation
minister,have,figure
player,can,sin
plane,bring,he
state,have,method
family,urge,PROPN
PROPN,shake,establishment
wife,massage,back
measure,require,action
popularity,reach,high
economist,have,decline
PROPN,be,cue
vote,may,2005
publisher,to,audience
veteran,defeat,compatriot
majority,have,attention
PROPN,be,meeting
volunteer,escort,he
PROPN,have,someone
PROPN,have,complaint
PROPN,anger,PROPN
PROPN,start,tailback
one,strike,chord
one,give,motivation
force,leave,country
member,have,year
party,do,call
tourist,leave,PROPN
family,have,PROPN
PROPN,could,deadline
club,believe,fracture
police,be,patrol
company,sell,good
agreement,will,research
t,do,much
justice,find,right
user,might,what
user,launch,program
soldier,have,life
PROPN,have,time
PROPN,must,something
PROPN,do,it
t,expect,decision
law,protect,trademark
PROPN,to,court
city,would,date
appearance,mark,time
publisher,have,PROPN
popularity,draw,attention
council,have,sympathy
t,think,sympathy
PROPN,become,degree
PROPN,turn,degree
PROPN,have,point
PROPN,score,point
PROPN,have,pick
people,have,advice
PROPN,pull,datum
benefit,may,reward
PROPN,accuse,PROPN
PROPN,doesn,t
PROPN,accuse,PROPN
PROPN,join,PROPN
bottle,discover,that
gunman,open,fire
PROPN,set,fee
raider,roam,wasteland
PROPN,publish,report
vote,could,that
vote,choose,candidate
PROPN,tell,investigator
group,wrest,control
PROPN,give,lead
body,convert,calorie
investor,be,end
bank,have,stretch
lawyer,applaud,decision
thank,may,sort
screening,do,rate
PROPN,enter,theater
PROPN,have,PROPN
PROPN,give,day
household,could,year
government,should,banker
report,offer,oversight
report,provide,reassurance
PROPN,do,decision
militant,have,control
drug,may,patient
PROPN,be,support
PROPN,to,relation
PROPN,improve,relation
unit,pull,body
PROPN,write,he
buddy,tell,he
family,be,PROPN
PROPN,have,much
force,have,window
force,knock,item
government,provide,version
patient,have,resistance
lawyer,file,lawsuit
monument,protect,%
holding,include,PROPN
PROPN,dislodge,captain
medium,have,we
department,have,call
PROPN,be,aircraft
PROPN,do,level
fascism,have,PROPN
player,would,part
player,increase,odd
puncture,push,PROPN
team,would,"500,000"
dismissal,face,task
minister,may,need
PROPN,to,datum
PROPN,do,scholarship
PROPN,win,scholarship
song,have,it
vessel,return,fire
PROPN,say,those
state,record,jump
PROPN,sell,phone
PROPN,beat,forecast
article,state,fact
article,do,teacher
t,don,it
research,could,avenue
PROPN,be,partnership
observer,say,they
opposition,to,result
PROPN,show,experience
PROPN,show,class
PROPN,fire,winner
people,do,candidate
PROPN,score,try
PROPN,have,try
PROPN,advise,paper
study,review,article
PROPN,shower,gift
PROPN,have,start
PROPN,control,border
Police,have,property
couple,share,sentiment
couple,be,corner
model,wear,design
channel,will,hour
one,know,probability
scenario,could,mother
PROPN,win,game
commissioner,blame,increase
union,could,agreement
family,be,it
PROPN,to,exhibit
PROPN,install,exhibit
company,raise,target
index,pull,index
friend,have,interest
man,have,tendency
commission,ask,company
PROPN,ask,PROPN
friend,tell,PROPN
PROPN,be,song
PROPN,make,speech
council,do,resident
comedy,have,month
toilet,can,gallon
headline,will,which
family,take,bus
PROPN,use,run
gang,torch,library
scheme,will,"14,500"
manager,will,it
picture,capture,reality
PROPN,plan,collection
designer,occupy,page
sound,add,nicety
scheme,would,they
scheme,want,incentive
PROPN,deflect,shot
individual,could,slice
individual,drink,glass
PROPN,turn,ball
PROPN,miss,10
move,could,implication
PROPN,use,card
people,remember,what
PROPN,have,round
bondholder,face,prospect
experience,offset,loss
PROPN,might,stand
reporter,condemn,arrest
PROPN,begin,career
PROPN,tie,it
government,release,toll
PROPN,doesn,which
bystander,have,arm
PROPN,have,gain
PROPN,join,PROPN
PROPN,lead,team
soul,may,closure
wife,attain,closure
PROPN,receive,support
member,give,that
dancer,do,PROPN
PROPN,pull,PROPN
PROPN,hold,nerve
system,have,fuse
report,do,company
program,link,which
program,discuss,which
information,enable,PROPN
PROPN,deliver,instrument
range,include,imposition
chance,decrease,himself
PROPN,have,himself
rim,be,it
daughter,see,she
statement,recognize,compromise
PROPN,could,bill
military,do,nothing
slowdown,reflect,fact
smoke,escape,rider
smoke,panic,rider
PROPN,must,waiver
rule,ban,trade
PROPN,double,amount
assessment,would,fund
group,have,much
management,withhold,information
veteran,have,help
inquiry,criticise,police
PROPN,launch,manifesto
half,be,PROPN
round,mean,travel
t,have,that
information,charge,PROPN
support,attract,harassment
group,have,ownership
claim,would,some
t,do,drug
t,think,drug
PROPN,to,lead
market,may,much
number,obscure,few
PROPN,clinch,place
tube,carry,water
sun,can,folate
police,to,item
PROPN,have,restaurant
tie,play,role
report,raise,speculation
critic,have,PROPN
man,have,I
promotion,mirror,trend
PROPN,will,airport
policy,have,PROPN
datum,submit,group
datum,indicate,group
datum,increase,emission
measure,face,debate
customer,chat,minute
customer,spend,minute
PROPN,have,fund
meltdown,be,toll
PROPN,have,testing
topic,include,importance
company,provide,estimate
PROPN,see,unit
PROPN,tie,it
PROPN,say,regret
travel,abolish,category
PROPN,suspect,category
travel,visit,category
travel,limit,sending
wife,have,sum
PROPN,hit,3s
ensemble,fall,collection
wave,be,change
court,find,PROPN
PROPN,exempt,PROPN
porter,have,call
murder,bear,hallmark
man,pay,employee
PROPN,need,what
traveler,to,neighborhood
PROPN,to,responsibility
career,span,decade
woman,comprise,percent
oosthuizen,open,bogey
oosthuizen,have,bogey
PROPN,hitch,future
zune,include,extra
situation,can,level
projection,will,prognosis
PROPN,face,set
PROPN,have,run
Non,should,question
agreement,mark,end
brother,hijack,PROPN
PROPN,have,game
government,have,step
candidate,would,intention
ship,strike,rock
board,should,adviser
fee,not,adviser
failure,have,gamut
attorney,dispute,allegation
PROPN,have,money
seller,have,bet
PROPN,dismiss,claim
PROPN,hold,ball
year,must,he
PROPN,congratulate,PROPN
bank,have,range
bank,have,position
PROPN,recall,childhood
PROPN,mention,event
PROPN,pay,10
PROPN,beat,PROPN
symphony,have,climax
dead,include,old
PROPN,hold,62
PROPN,describe,visit
company,own,"1,492,333"
PROPN,break,distinction
PROPN,have,distinction
trade,seem,way
t,blow,competition
bird,get,rhythm
measure,reverse,regulation
son,begin,college
PROPN,refer,ransom
PROPN,demand,ransom
people,get,technology
people,do,that
figure,take,seat
passenger,join,he
area,include,housing
PROPN,have,deputy
board,begin,activity
singer,have,name
government,pick,they
government,send,they
PROPN,to,PROPN
contrast,illustrate,way
analyst,call,what
parent,expect,ability
challenge,hold,expense
PROPN,be,season
people,confront,demon
people,discover,sister
PROPN,have,rule
album,could,sense
PROPN,tell,PROPN
PROPN,have,value
child,rediscover,root
police,find,name
PROPN,predict,that
PROPN,have,percent
PROPN,be,book
t,ignore,number
PROPN,ram,that
PROPN,abuse,boy
sound,can,lack
worker,have,home
existence,make,mockery
drive,be,official
academy,have,progress
office,must,brief
site,post,speech
PROPN,tell,PROPN
education,can,place
PROPN,violate,rule
community,back,measure
PROPN,have,story
PROPN,trim,payment
car,leave,road
rest,can,freedom
PROPN,will,co
court,uphold,standard
government,must,this
PROPN,start,half
PROPN,see,opportunity
crowd,demand,attention
medication,may,role
life,to,role
study,use,people
individual,will,help
PROPN,have,whom
experience,highlight,debate
PROPN,announce,plan
activity,be,garden
car,rise,flight
PROPN,have,relationship
government,have,advert
detective,accuse,mayor
power,have,I
PROPN,say,people
PROPN,take,it
partner,leak,information
hander,could,which
PROPN,suffer,setback
survey,question,nurse
individual,have,accreditation
debate,show,sensitivity
comment,will,much
PROPN,have,hope
PROPN,hit,single
association,leverage,input
PROPN,have,what
company,send,invitation
company,receive,%
people,be,pinch
PROPN,have,view
PROPN,employ,people
campaign,must,itself
PROPN,belt,homer
law,would,journalism
figure,to,story
treaty,do,constitution
section,have,imitator
PROPN,have,serve
economy,will,much
courier,mask,trip
prosecutor,have,judge
document,condemn,occupation
anniversary,have,awareness
father,tell,PROPN
public,would,PROPN
work,produce,whoop
brother,tell,PROPN
victim,receive,money
estimate,reflect,plunge
demonstrating,accelerate,development
deformity,keep,PROPN
president,must,cause
president,have,relationship
PROPN,have,talk
PROPN,tell,reporter
casino,feature,system
PROPN,have,PROPN
state,may,quarantine
loss,could,problem
farmer,be,crop
farmer,be,crop
PROPN,may,role
PROPN,clear,puck
PROPN,offer,PROPN
wave,batter,province
wave,send,people
state,have,stake
PROPN,share,draw
conference,include,panel
neighbor,be,much
cord,help,flag
PROPN,collapse,flag
cord,brandish,flag
country,to,pirate
country,arrest,pirate
prosecutor,call,death
sow,find,she
sow,beat,she
report,show,temperature
PROPN,win,match
finding,could,cause
court,hear,parent
court,would,parent
court,try,parent
court,wiggle,body
life,explain,status
people,recognize,truth
airport,encapsulate,world
situation,have,phase
oil,add,luster
PROPN,have,much
train,be,station
student,start,strike
white,attend,that
member,have,cause
observer,keep,watch
agency,be,workshop
average,exceed,dollar
boy,outperform,girl
foundation,have,that
consumer,rank,PROPN
PROPN,select,PROPN
success,have,equation
lawyer,accompany,he
clothing,litter,earth
itinerary,resemble,those
PROPN,have,child
official,note,reticence
PROPN,do,it
PROPN,trod,t
PROPN,face,charge
hair,block,strap
site,require,year
t,read,word
trickle,have,country
injury,have,ability
PROPN,attend,minicamp
PROPN,get,lot
state,will,assistance
process,would,testimony
majority,take,uniform
majority,go,uniform
majority,get,job
PROPN,open,10th
PROPN,declare,misfortune
people,have,misfortune
PROPN,will,council
PROPN,employ,worker
PROPN,have,side
trial,take,courtroom
hundred,watch,proceeding
mortar,underscore,danger
infighting,could,PROPN
PROPN,plan,change
refusal,remain,knock
tie,take,knock
user,to,iphone
company,can,user
PROPN,have,this
third,identify,themselves
PROPN,say,rubric
PROPN,have,praise
party,be,issue
movie,would,second
prisoner,give,birth
victory,move,he
Police,have,prison
hospital,be,people
economy,to,job
PROPN,face,charge
virus,have,people
People,have,right
insurer,will,insurance
soldier,have,militant
PROPN,have,history
search,will,ending
PROPN,may,conversation
software,support,smartphone
PROPN,suffer,loss
thousand,learn,lesson
PROPN,face,challenge
PROPN,score,run
breath,will,mind
judge,have,PROPN
scrutiny,represent,development
result,include,gain
trend,boost,exporter
none,have,move
government,doesn,'
PROPN,respond,it
flu,kill,people
PROPN,have,week
PROPN,outrebounde,piston
goodwill,distance,himself
prosecutor,find,trace
figure,include,category
police,use,radar
increase,will,PROPN
PROPN,would,a
book,have,a
party,oppose,plan
aftershock,have,PROPN
publisher,be,section
stress,can,system
PROPN,continue,evening
PROPN,enable,he
family,have,root
bank,be,treatment
country,fight,hunger
PROPN,develop,algorithm
government,have,authority
PROPN,finish,second
t,find,it
doesn,reflect,reality
t,be,patsy
head,meet,agenda
head,change,agenda
woman,could,fine
levy,prompt,rebellion
PROPN,announce,euro
note,celebrate,birthday
country,would,specter
demonstration,underline,tension
attempt,remain,decision
gap,show,contour
PROPN,eschew,mechanic
PROPN,have,it
campaigner,would,PROPN
article,manage,contractor
PROPN,face,problem
violence,prompt,PROPN
victory,put,PROPN
family,will,family
concession,would,11
concession,kill,treaty
coalition,have,change
PROPN,relax,restriction
retailer,get,wish
PROPN,win,amount
people,suffer,violence
name,could,school
PROPN,be,finger
PROPN,point,finger
sniper,kill,pilgrim
sniper,make,way
commissioner,have,medal
detective,seize,vehicle
friend,get,tin
broadcaster,do,same
reality,have,potential
PROPN,tell,policy
PROPN,do,thing
hero,cause,mess
man,be,money
PROPN,appoint,he
showdown,give,rise
administration,will,benchmark
PROPN,be,that
PROPN,do,that
employer,be,participation
minute,reinforce,view
PROPN,may,step
PROPN,say,detail
PROPN,have,response
opinion,reveal,issue
country,have,resource
trader,need,excuse
study,test,compound
t,do,it
percent,choose,environment
size,give,opening
PROPN,have,leeway
force,have,palestinian
force,shoot,palestinian
force,injure,palestinian
